Class,CBO,DIT,LOC
"org.jboss.as.pojo.PojoSubsystemAdd",6,3,22
"org.jboss.as.pojo.descriptor.AbstractConfigVisitor",3,1,26
"org.jboss.as.pojo.descriptor.AbstractConfigVisitorNode",18,1,100
"org.jboss.as.pojo.descriptor.BaseBeanFactory",8,1,23
"org.jboss.as.pojo.descriptor.BeanFactoryMetaDataConfig",11,3,42
"org.jboss.as.pojo.descriptor.BeanMetaDataConfig",27,2,187
"org.jboss.as.pojo.descriptor.CallbackConfig",6,2,37
"org.jboss.as.pojo.descriptor.CollectionConfig",8,3,59
"org.jboss.as.pojo.descriptor.ConstructorConfig",11,2,64
"org.jboss.as.pojo.descriptor.DefaultConfigVisitor",6,2,74
"org.jboss.as.pojo.descriptor.DependsConfig",5,2,33
"org.jboss.as.pojo.descriptor.FactoryConfig",12,3,36
"org.jboss.as.pojo.descriptor.InjectedValueConfig",8,3,73
"org.jboss.as.pojo.descriptor.InstallConfig",10,3,51
"org.jboss.as.pojo.descriptor.KernelDeploymentXmlDescriptor",7,1,30
"org.jboss.as.pojo.descriptor.KernelDeploymentXmlDescriptorParser",27,1,787
"org.jboss.as.pojo.descriptor.KernelDeploymentXmlDescriptorParser.Attribute",1,n/a,39
"org.jboss.as.pojo.descriptor.KernelDeploymentXmlDescriptorParser.Element",1,n/a,43
"org.jboss.as.pojo.descriptor.LegacyKernelDeploymentXmlDescriptorParser",5,2,14
"org.jboss.as.pojo.descriptor.LifecycleConfig",16,2,43
"org.jboss.as.pojo.descriptor.ListConfig",2,4,12
"org.jboss.as.pojo.descriptor.MapConfig",6,3,67
"org.jboss.as.pojo.descriptor.ModeConfig",5,n/a,32
"org.jboss.as.pojo.descriptor.ModuleConfig",7,2,35
"org.jboss.as.pojo.descriptor.PropertyConfig",10,2,49
"org.jboss.as.pojo.descriptor.SetConfig",2,4,12
"org.jboss.as.pojo.descriptor.StringValueConfig",5,3,43
"org.jboss.as.pojo.descriptor.ValueConfig",18,2,54
"org.jboss.as.pojo.descriptor.ValueFactoryConfig",8,4,32
"org.jboss.as.pojo.service.AbstractJoinpoint",13,1,30
"org.jboss.as.pojo.service.AbstractPojoPhase",24,1,222
"org.jboss.as.pojo.service.BeanUtils",19,1,147
"org.jboss.as.pojo.service.Callback",11,1,57
"org.jboss.as.pojo.service.Configurator",10,1,181
"org.jboss.as.pojo.service.ConfiguredPojoPhase",5,2,37
"org.jboss.as.pojo.service.ConstructorJoinpoint",2,2,15
"org.jboss.as.pojo.service.CreateDestroyPojoPhase",7,3,31
"org.jboss.as.pojo.service.DefaultBeanInfo",16,1,157
"org.jboss.as.pojo.service.DescribedPojoPhase",9,2,47
"org.jboss.as.pojo.service.FieldGetJoinpoint",2,4,14
"org.jboss.as.pojo.service.FieldJoinpoint",3,3,14
"org.jboss.as.pojo.service.FieldSetJoinpoint",4,4,18
"org.jboss.as.pojo.service.InstalledPojoPhase",3,2,15
"org.jboss.as.pojo.service.InstancesService",6,1,194
"org.jboss.as.pojo.service.InstantiatedPojoPhase",7,2,38
"org.jboss.as.pojo.service.LifecyclePojoPhase",6,2,32
"org.jboss.as.pojo.service.MethodJoinpoint",5,3,15
"org.jboss.as.pojo.service.ReflectionJoinpoint",6,3,27
"org.jboss.as.pojo.service.StartStopPojoPhase",7,3,31
"org.jboss.as.pojo.service.TargetJoinpoint",10,2,14
"org.jboss.as.pojo.service.TypeBeanStateKey",2,1,22
"org.jboss.as.security.ACLResourceDefinition",10,2,34
"org.jboss.as.security.ACLResourceDefinition.ACLResourceDefinitionAdd",2,4,13
"org.jboss.as.security.Attribute",1,n/a,76
"org.jboss.as.security.AuditResourceDefinition",9,2,22
"org.jboss.as.security.AuditResourceDefinition.AuditResourceDefinitionAdd",2,4,13
"org.jboss.as.security.AuthorizationResourceDefinition",9,2,22
"org.jboss.as.security.AuthorizationResourceDefinition.AuthorizationResourceDefinitionAdd",2,4,13
"org.jboss.as.security.ClassicAuthenticationResourceDefinition",9,2,22
"org.jboss.as.security.ClassicAuthenticationResourceDefinition.ClassicAuthenticationResourceDefinitionAdd",2,4,12
"org.jboss.as.security.ComplexAttributes",4,1,32
"org.jboss.as.security.ComplexAttributes.KeyManagerAttributeMarshaller",2,3,14
"org.jboss.as.security.ComplexAttributes.KeyStoreAttributeMarshaller",2,3,23
"org.jboss.as.security.ComplexAttributes.KeyStoreAttributeValidator",3,1,32
"org.jboss.as.security.Element",2,n/a,61
"org.jboss.as.security.IdentityTrustResourceDefinition",9,2,22
"org.jboss.as.security.IdentityTrustResourceDefinition.IdentityTrustResourceDefinitionAdd",2,4,12
"org.jboss.as.security.JASPIAuthenticationResourceDefinition",10,2,23
"org.jboss.as.security.JASPIAuthenticationResourceDefinition.JASPIAuthenticationResourceDefinitionAdd",2,4,13
"org.jboss.as.security.JASPIMappingModuleDefinition",7,3,22
"org.jboss.as.security.JSSEResourceDefinition",11,2,54
"org.jboss.as.security.JSSEResourceDefinition.JSSEResourceDefinitionAdd",2,4,9
"org.jboss.as.security.LegacySupport",0,1,12
"org.jboss.as.security.LegacySupport.JASPIAuthenticationModulesAttributeDefinition",5,3,72
"org.jboss.as.security.LegacySupport.LegacyModulesAttributeReader",8,1,19
"org.jboss.as.security.LegacySupport.LegacyModulesAttributeWriter",10,1,31
"org.jboss.as.security.LegacySupport.LegacyModulesConverter",10,1,35
"org.jboss.as.security.LegacySupport.LegacySupportListAttributeBuilder",4,3,22
"org.jboss.as.security.LegacySupport.LoginModulesAttributeDefinition",9,3,64
"org.jboss.as.security.LegacySupport.MappingModulesAttributeDefinition",4,3,60
"org.jboss.as.security.LegacySupport.ProviderModulesAttributeDefinition",4,3,52
"org.jboss.as.security.LoginModuleResourceDefinition",15,2,37
"org.jboss.as.security.LoginModuleResourceDefinition.LoginModuleAdd",1,2,8
"org.jboss.as.security.LoginModuleStackResourceDefinition",10,2,21
"org.jboss.as.security.LoginModuleStackResourceDefinition.LoginModuleStackResourceDefinitionAdd",2,4,13
"org.jboss.as.security.MappingModuleDefinition",11,2,46
"org.jboss.as.security.MappingProviderModuleDefinition",2,3,13
"org.jboss.as.security.MappingResourceDefinition",9,2,22
"org.jboss.as.security.MappingResourceDefinition.LoginModuleStackResourceDefinitionAdd",2,4,13
"org.jboss.as.security.ModuleFlag",5,n/a,19
"org.jboss.as.security.ModuleName",2,n/a,20
"org.jboss.as.security.Namespace",2,n/a,41
"org.jboss.as.security.RealmDirectLoginModule",4,3,194
"org.jboss.as.security.RealmDirectLoginModule.ValidationMode",1,n/a,20
"org.jboss.as.security.RealmUsersRolesLoginModule",1,4,33
"org.jboss.as.security.SecurityDomainAdd",28,2,426
"org.jboss.as.security.SecurityDomainReloadAddHandler",12,3,17
"org.jboss.as.security.SecurityDomainReloadRemoveHandler",16,3,17
"org.jboss.as.security.SecurityDomainReloadWriteHandler",6,3,17
"org.jboss.as.security.SecurityDomainResourceDefinition",12,2,74
"org.jboss.as.security.SecurityDomainResourceDefinition.FlushOperation",5,2,34
"org.jboss.as.security.SecurityDomainResourceDefinition.ListCachePrincipals",5,2,34
"org.jboss.as.security.SecurityExtension",34,1,66
"org.jboss.as.security.SecuritySubsystemParser",15,1,772
"org.jboss.as.security.SecuritySubsystemRootResourceDefinition",4,2,27
"org.jboss.as.security.SecuritySubsystemRootResourceDefinition.NewSecuritySubsystemAdd",18,3,90
"org.jboss.as.security.TransactionManagerLocatorService",2,1,27
"org.jboss.as.security.VaultResourceDefinition",4,2,22
"org.jboss.as.security.VaultResourceDefinition.VaultResourceDefinitionAdd",3,3,26
"org.jboss.as.security.api.ConnectionSecurityContext",2,1,65
"org.jboss.as.security.api.ContextStateCache",1,1,23
"org.jboss.as.security.context.SecurityActions",1,1,14
"org.jboss.as.security.context.SecurityDomainJndiInjectable",10,1,97
"org.jboss.as.security.context.SecurityDomainJndiInjectable.DomainEnumeration",2,1,31
"org.jboss.as.security.deployment.AbstractSecurityDeployer",8,1,41
"org.jboss.as.security.deployment.EarSecurityDeployer",5,2,21
"org.jboss.as.security.deployment.JaccEarDeploymentProcessor",6,1,42
"org.jboss.as.security.deployment.SecurityAttachments",7,1,13
"org.jboss.as.security.deployment.SecurityDependencyProcessor",3,1,29
"org.jboss.as.security.deployment.SecurityEnablementProcessor",2,1,12
"org.jboss.as.security.org.jboss.as.security.lru.ConcurrentDirectDeque",5,2,32
"org.jboss.as.security.org.jboss.as.security.lru.FastConcurrentDirectDeque",8,3,"1,246"
"org.jboss.as.security.org.jboss.as.security.lru.FastConcurrentDirectDeque.AbstractItr",5,1,61
"org.jboss.as.security.org.jboss.as.security.lru.FastConcurrentDirectDeque.DescendingItr",4,2,9
"org.jboss.as.security.org.jboss.as.security.lru.FastConcurrentDirectDeque.Itr",4,2,9
"org.jboss.as.security.org.jboss.as.security.lru.FastConcurrentDirectDeque.Node",5,1,48
"org.jboss.as.security.org.jboss.as.security.lru.LRUCache",8,2,166
"org.jboss.as.security.org.jboss.as.security.lru.LRUCache.CacheEntry",5,1,63
"org.jboss.as.security.org.jboss.as.security.lru.LRUCache.WrappedEntrySet",5,3,34
"org.jboss.as.security.org.jboss.as.security.lru.LRUCache.WrappedIterator",6,1,37
"org.jboss.as.security.org.jboss.as.security.lru.PortableConcurrentDirectDeque",7,3,"1,217"
"org.jboss.as.security.org.jboss.as.security.lru.PortableConcurrentDirectDeque.AbstractItr",5,1,61
"org.jboss.as.security.org.jboss.as.security.lru.PortableConcurrentDirectDeque.DescendingItr",4,2,9
"org.jboss.as.security.org.jboss.as.security.lru.PortableConcurrentDirectDeque.Itr",4,2,9
"org.jboss.as.security.org.jboss.as.security.lru.PortableConcurrentDirectDeque.Node",5,1,32
"org.jboss.as.security.plugins.DefaultAuthenticationCacheFactory",5,1,23
"org.jboss.as.security.plugins.InfinispanAuthenticationCacheFactory",2,1,33
"org.jboss.as.security.plugins.JNDIBasedSecurityManagement",7,1,329
"org.jboss.as.security.plugins.ModuleClassLoaderLocator",4,1,25
"org.jboss.as.security.plugins.ModuleClassLoaderLocator.CombinedClassLoader",1,3,44
"org.jboss.as.security.plugins.SecurityActions",5,1,64
"org.jboss.as.security.plugins.SecurityDomainContext",18,1,93
"org.jboss.as.security.remoting.RemotingConnectionCredential",2,1,35
"org.jboss.as.security.remoting.RemotingConnectionPrincipal",2,1,45
"org.jboss.as.security.remoting.RemotingContext",6,1,48
"org.jboss.as.security.remoting.RemotingLoginModule",3,2,114
"org.jboss.as.security.remoting.RemotingPermission",1,3,80
"org.jboss.as.security.remoting.SecurityActions",1,1,16
"org.jboss.as.security.service.EarJaccService",2,2,17
"org.jboss.as.security.service.JaasConfigurationService",4,1,34
"org.jboss.as.security.service.JaccService",15,1,106
"org.jboss.as.security.service.SecurityActions",6,1,37
"org.jboss.as.security.service.SecurityBootstrapService",6,1,88
"org.jboss.as.security.service.SecurityDomainService",17,1,94
"org.jboss.as.security.service.SecurityManagementService",5,1,59
"org.jboss.as.security.service.SecurityVaultService",3,1,35
"org.jboss.as.security.service.SimpleSecurityManager",12,1,357
"org.jboss.as.security.service.SimpleSecurityManager.SetSecurityRolesAssociationAction",1,1,12
"org.jboss.as.security.service.SimpleSecurityManagerService",6,1,19
"org.jboss.as.security.service.SubjectFactoryService",12,1,52
"org.jboss.as.security.service.ThreadLocalStack",3,1,46
"org.jboss.as.security.vault.VaultInteraction",3,1,91
"org.jboss.as.security.vault.VaultInteractiveSession",4,1,67
"org.jboss.as.security.vault.VaultSession",7,1,298
"org.jboss.as.security.vault.VaultTool",4,1,179
"org.jboss.as.service.AbstractService",3,1,50
"org.jboss.as.service.CreateDestroyService",7,2,75
"org.jboss.as.service.MBeanServices",8,1,115
"org.jboss.as.service.NullInjector",0,1,22
"org.jboss.as.service.ParsedServiceDeploymentProcessor",17,1,198
"org.jboss.as.service.ReflectionUtils",3,1,92
"org.jboss.as.service.SarExtension",3,1,44
"org.jboss.as.service.SarExtension.SarSubsystemParser",1,1,17
"org.jboss.as.service.SarModuleDependencyProcessor",2,1,34
"org.jboss.as.service.SarStructureProcessor",3,1,61
"org.jboss.as.service.SarSubDeploymentProcessor",2,1,27
"org.jboss.as.service.SarSubsystemAdd",8,3,25
"org.jboss.as.service.ServiceAttachments",3,1,9
"org.jboss.as.service.ServiceDeploymentParsingProcessor",7,1,57
"org.jboss.as.service.ServiceNameFactory",2,1,25
"org.jboss.as.service.StartStopService",5,2,64
"org.jboss.as.service.component.ServiceComponentDescription",8,2,36
"org.jboss.as.service.component.ServiceComponentInstantiator",10,1,42
"org.jboss.as.service.component.ServiceComponentProcessor",9,1,37
"org.jboss.as.service.descriptor.JBossServiceAttributeConfig",5,1,50
"org.jboss.as.service.descriptor.JBossServiceAttributeConfig.Inject",3,1,17
"org.jboss.as.service.descriptor.JBossServiceAttributeConfig.ValueFactory",4,1,24
"org.jboss.as.service.descriptor.JBossServiceAttributeConfig.ValueFactoryParameter",3,1,17
"org.jboss.as.service.descriptor.JBossServiceConfig",8,1,64
"org.jboss.as.service.descriptor.JBossServiceConstructorConfig",4,1,16
"org.jboss.as.service.descriptor.JBossServiceConstructorConfig.Argument",3,1,15
"org.jboss.as.service.descriptor.JBossServiceDependencyConfig",4,1,36
"org.jboss.as.service.descriptor.JBossServiceDependencyListConfig",4,1,17
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptor",7,1,23
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptor.ControllerMode",2,n/a,17
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptorParser",17,1,474
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptorParser.Attribute",1,n/a,30
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptorParser.Element",1,n/a,30
"org.jboss.as.service.descriptor.JBossServiceXmlDescriptorParser.Namespace",1,n/a,21
"org.jboss.as.service.descriptor.ParseResult",3,1,26
"org.jboss.as.test.http.util.TestHttpClientUtils",5,1,66
"org.jboss.as.test.http.util.TestHttpClientUtils.PromiscuousCookieSpec",2,2,24
"org.jboss.as.test.http.util.TestHttpClientUtils.PromiscuousCookieSpecProvider",2,1,6
"org.jboss.as.test.integration.common.JndiServlet",0,3,56
"org.jboss.as.test.integration.common.Naming",1,1,14
"org.jboss.as.test.integration.common.jms.ActiveMQProviderJMSOperations",2,1,171
"org.jboss.as.test.integration.common.jms.JMSOperationsException",1,4,14
"org.jboss.as.test.integration.common.jms.JMSOperationsProvider",7,1,110
"org.jboss.as.test.integration.domain.management.util.JBossAsManagedConfiguration",0,2,256
"org.jboss.as.test.integration.ldap.InMemoryDirectoryServiceFactory",2,1,109
"org.jboss.as.test.integration.ldap.InMemoryDirectoryServiceFactory.WrapperDirectoryService",1,1,321
"org.jboss.as.test.integration.ldap.InMemorySchemaPartition",1,5,49
"org.jboss.as.test.integration.logging.syslogserver.BlockedSyslogServerEventHandler",0,1,16
"org.jboss.as.test.integration.logging.syslogserver.Rfc5424SyslogEvent",2,1,183
"org.jboss.as.test.integration.logging.syslogserver.TCPSyslogServer",3,3,34
"org.jboss.as.test.integration.logging.syslogserver.TCPSyslogServerConfig",1,4,11
"org.jboss.as.test.integration.logging.syslogserver.TCPSyslogSocketHandler",2,1,94
"org.jboss.as.test.integration.logging.syslogserver.TLSSyslogServer",2,4,113
"org.jboss.as.test.integration.logging.syslogserver.TLSSyslogServerConfig",1,5,11
"org.jboss.as.test.integration.logging.syslogserver.UDPSyslogServer",2,3,40
"org.jboss.as.test.integration.logging.syslogserver.UDPSyslogServerConfig",1,4,11
"org.jboss.as.test.integration.management.Listener",2,n/a,38
"org.jboss.as.test.integration.management.ServerManager",4,2,105
"org.jboss.as.test.integration.management.base.AbstractMgmtServerSetupTask",10,2,16
"org.jboss.as.test.integration.management.base.ContainerResourceMgmtTestBase",15,2,19
"org.jboss.as.test.integration.management.jca.ComplexPropertiesParseUtils",2,1,216
"org.jboss.as.test.integration.management.jca.DsMgmtTestBase",7,3,54
"org.jboss.as.test.integration.management.util.SecuredServlet",0,3,27
"org.jboss.as.test.integration.management.util.SimpleHelloWorldServlet",0,3,68
"org.jboss.as.test.integration.management.util.SimpleServlet",0,3,44
"org.jboss.as.test.integration.management.util.WebUtil",1,1,17
"org.jboss.as.test.integration.security.common.AbstractDataSourceServerSetupTask",1,1,86
"org.jboss.as.test.integration.security.common.AbstractKrb5ConfServerSetupTask",2,1,168
"org.jboss.as.test.integration.security.common.AbstractKrb5ConfServerSetupTask.UserForKeyTab",1,1,19
"org.jboss.as.test.integration.security.common.AbstractSecurityDomainSetup",7,1,68
"org.jboss.as.test.integration.security.common.AbstractSecurityDomainsServerSetupTask",2,1,294
"org.jboss.as.test.integration.security.common.AbstractSecurityRealmsServerSetupTask",1,2,27
"org.jboss.as.test.integration.security.common.AbstractSystemPropertiesServerSetupTask",2,1,79
"org.jboss.as.test.integration.security.common.AbstractSystemPropertiesServerSetupTask.DefaultSystemProperty",2,1,31
"org.jboss.as.test.integration.security.common.AbstractTraceLoggingServerSetupTask",1,1,60
"org.jboss.as.test.integration.security.common.AddRoleLoginModule",0,2,66
"org.jboss.as.test.integration.security.common.BasicVaultServerSetupTask",2,1,90
"org.jboss.as.test.integration.security.common.KDCServerAnnotationProcessor",1,1,123
"org.jboss.as.test.integration.security.common.Krb5LoginConfiguration",1,2,126
"org.jboss.as.test.integration.security.common.ManagedCreateLdapServer",1,2,271
"org.jboss.as.test.integration.security.common.ManagedCreateTransport",1,2,150
"org.jboss.as.test.integration.security.common.NoReplayKdcServer",2,4,26
"org.jboss.as.test.integration.security.common.NoReplayKdcServer.DummyReplayCache",1,1,23
"org.jboss.as.test.integration.security.common.NullHCCredentials",1,1,26
"org.jboss.as.test.integration.security.common.SecurityTraceLoggingServerSetupTask",1,2,12
"org.jboss.as.test.integration.security.common.Utils",12,2,870
"org.jboss.as.test.integration.security.common.VaultHandler",2,1,287
"org.jboss.as.test.integration.security.common.ejb3.HelloBean",1,1,33
"org.jboss.as.test.integration.security.common.negotiation.JBossNegotiateScheme",2,2,188
"org.jboss.as.test.integration.security.common.negotiation.JBossNegotiateScheme.State",1,n/a,3
"org.jboss.as.test.integration.security.common.negotiation.JBossNegotiateSchemeFactory",2,1,18
"org.jboss.as.test.integration.security.common.negotiation.KerberosTestUtils",1,1,113
"org.jboss.as.test.integration.security.common.servlets.DataSourceTestServlet",0,3,62
"org.jboss.as.test.integration.security.common.servlets.PrincipalPrintingServlet",0,3,22
"org.jboss.as.test.integration.security.common.servlets.PrintAttributeServlet",0,3,66
"org.jboss.as.test.integration.security.common.servlets.PrintSystemPropertyServlet",0,3,24
"org.jboss.as.test.integration.security.common.servlets.RolePrintingServlet",0,3,43
"org.jboss.as.test.integration.security.common.servlets.SimpleSecuredServlet",2,4,14
"org.jboss.as.test.integration.security.common.servlets.SimpleServlet",2,3,33
"org.jboss.as.test.integration.web.sso.EJBServlet",1,3,39
"org.jboss.as.test.integration.web.sso.LogoutServlet",1,3,17
"org.jboss.as.test.integration.web.sso.SSOTestBase",8,1,317
"org.jboss.as.test.integration.web.sso.interfaces.ReturnData",2,1,11
"org.jboss.as.test.integration.web.sso.interfaces.StatelessSessionBean",1,1,40
"org.jboss.as.test.jms.auxiliary.CreateQueueSetupTask",7,1,30
"org.jboss.as.test.jms.auxiliary.CreateTopicSetupTask",4,1,22
"org.jboss.as.test.shared.IntermittentFailure",0,1,29
"org.jboss.as.test.shared.ModuleUtils",2,1,22
"org.jboss.as.test.shared.PropertiesValueResolver",0,1,153
"org.jboss.as.test.shared.RetryTaskExecutor",2,1,25
"org.jboss.as.test.shared.ServerReload",3,1,73
"org.jboss.as.test.shared.integration.ejb.security.CallbackHandler",0,1,15
"org.jboss.as.test.shared.integration.ejb.security.PermissionUtils",7,1,37
"org.jboss.as.test.shared.integration.ejb.security.PermissionUtils.NiceSerializer",1,2,9
"org.jboss.as.test.shared.integration.ejb.security.Util",2,1,78
"org.jboss.as.txn.deployment.TransactionDependenciesProcessor",1,1,36
"org.jboss.as.txn.deployment.TransactionJndiBindingProcessor",15,1,59
"org.jboss.as.txn.deployment.TransactionLeakRollbackProcessor",4,1,22
"org.jboss.as.txn.deployment.TransactionRollbackSetupAction",3,1,101
"org.jboss.as.txn.deployment.TransactionRollbackSetupAction.Holder",1,1,4
"org.jboss.as.txn.ee.concurrency.EEConcurrencyContextHandleFactoryProcessor",10,1,29
"org.jboss.as.txn.ee.concurrency.TransactionLeakContextHandleFactory",5,1,37
"org.jboss.as.txn.ee.concurrency.TransactionLeakContextHandleFactory.TransactionLeakResetContextHandle",4,1,51
"org.jboss.as.txn.ee.concurrency.TransactionLeakContextHandleFactory.TransactionLeakSetupContextHandle",5,1,29
"org.jboss.as.txn.ee.concurrency.TransactionSetupProviderImpl",3,1,37
"org.jboss.as.txn.ee.concurrency.TransactionSetupProviderImpl.TransactionHandleImpl",1,1,9
"org.jboss.as.txn.ee.concurrency.TransactionSetupProviderService",4,1,31
"org.jboss.as.txn.service.ArjunaObjectStoreEnvironmentService",2,1,75
"org.jboss.as.txn.service.ArjunaObjectStoreEnvironmentService.JdbcStoreConfig",2,1,34
"org.jboss.as.txn.service.ArjunaObjectStoreEnvironmentService.JdbcStoreConfigBulder",2,1,35
"org.jboss.as.txn.service.ArjunaRecoveryManagerService",4,1,104
"org.jboss.as.txn.service.ArjunaTransactionManagerService",7,1,112
"org.jboss.as.txn.service.CMResourceService",1,1,47
"org.jboss.as.txn.service.CoreEnvironmentService",1,1,56
"org.jboss.as.txn.service.JTAEnvironmentBeanService",1,1,38
"org.jboss.as.txn.service.TransactionManagerService",12,2,20
"org.jboss.as.txn.service.TransactionSynchronizationRegistryService",10,2,19
"org.jboss.as.txn.service.TxnServices",33,1,25
"org.jboss.as.txn.service.UserTransactionAccessControlService",7,1,48
"org.jboss.as.txn.service.UserTransactionBindingService",7,2,40
"org.jboss.as.txn.service.UserTransactionRegistryService",3,1,18
"org.jboss.as.txn.service.UserTransactionService",6,2,20
"org.jboss.as.txn.service.XATerminatorService",2,1,25
"org.jboss.as.txn.service.internal.tsr.JCAOrderedLastSynchronizationList",2,1,150
"org.jboss.as.txn.service.internal.tsr.TransactionSynchronizationRegistryWrapper",3,1,74
"org.jboss.as.txn.subsystem.Attribute",11,n/a,57
"org.jboss.as.txn.subsystem.CMResourceAdd",4,2,41
"org.jboss.as.txn.subsystem.CMResourceResourceDefinition",8,2,54
"org.jboss.as.txn.subsystem.CompensationsDependenciesDeploymentProcessor",1,1,41
"org.jboss.as.txn.subsystem.Element",9,n/a,53
"org.jboss.as.txn.subsystem.LogStoreAddHandler",3,1,18
"org.jboss.as.txn.subsystem.LogStoreConstants",17,1,111
"org.jboss.as.txn.subsystem.LogStoreConstants.ParticipantStatus",1,n/a,7
"org.jboss.as.txn.subsystem.LogStoreDefinition",6,2,32
"org.jboss.as.txn.subsystem.LogStoreDefinition.ExposeAllLogsWriteAttributeHandler",2,2,17
"org.jboss.as.txn.subsystem.LogStoreParticipantRecoveryHandler",4,1,21
"org.jboss.as.txn.subsystem.LogStoreParticipantRefreshHandler",5,1,26
"org.jboss.as.txn.subsystem.LogStoreProbeHandler",5,1,116
"org.jboss.as.txn.subsystem.LogStoreResource",10,1,88
"org.jboss.as.txn.subsystem.LogStoreResource.LogStoreRuntimeResource",2,3,31
"org.jboss.as.txn.subsystem.LogStoreTransactionDefinition",5,2,26
"org.jboss.as.txn.subsystem.LogStoreTransactionDeleteHandler",3,1,36
"org.jboss.as.txn.subsystem.LogStoreTransactionParticipantDefinition",6,2,32
"org.jboss.as.txn.subsystem.Namespace",10,n/a,47
"org.jboss.as.txn.subsystem.ParticipantWriteAttributeHandler",3,2,24
"org.jboss.as.txn.subsystem.ProcessIdType",1,n/a,24
"org.jboss.as.txn.subsystem.TransactionExtension",27,1,117
"org.jboss.as.txn.subsystem.TransactionSubsystem10Parser",7,1,262
"org.jboss.as.txn.subsystem.TransactionSubsystem11Parser",8,1,274
"org.jboss.as.txn.subsystem.TransactionSubsystem12Parser",8,1,283
"org.jboss.as.txn.subsystem.TransactionSubsystem13Parser",8,1,349
"org.jboss.as.txn.subsystem.TransactionSubsystem14Parser",11,1,372
"org.jboss.as.txn.subsystem.TransactionSubsystem15Parser",7,2,156
"org.jboss.as.txn.subsystem.TransactionSubsystem20Parser",6,2,40
"org.jboss.as.txn.subsystem.TransactionSubsystem30Parser",8,3,156
"org.jboss.as.txn.subsystem.TransactionSubsystemAdd",38,3,299
"org.jboss.as.txn.subsystem.TransactionSubsystemRemove",2,3,18
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition",20,2,231
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition.AliasedHandler",1,1,21
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition.JdbcStoreDatasourceWriteHandler",2,3,10
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition.JdbcStoreValidationStep",4,1,16
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition.ObjectStoreMutualWriteHandler",2,3,24
"org.jboss.as.txn.subsystem.TransactionSubsystemRootResourceDefinition.ProcessIdWriteHandler",3,3,48
"org.jboss.as.txn.subsystem.TransactionSubsystemXMLPersister",7,1,111
"org.jboss.as.txn.subsystem.TxStatsHandler",3,2,59
"org.jboss.as.txn.subsystem.TxStatsHandler.TxStat",2,n/a,28
"org.jboss.as.web.AddressToNameAddAdaptor",3,3,14
"org.jboss.as.web.Attribute",2,n/a,121
"org.jboss.as.web.DefaultJsfProfileCompletionHandler",2,1,64
"org.jboss.as.web.Element",2,n/a,49
"org.jboss.as.web.MimeMappingAdd",3,1,12
"org.jboss.as.web.MimeMappingRemove",1,1,6
"org.jboss.as.web.Namespace",3,n/a,45
"org.jboss.as.web.WebAccessLogDefinition",4,3,60
"org.jboss.as.web.WebAccessLogDirectoryDefinition",3,3,29
"org.jboss.as.web.WebConnectorDefinition",5,3,172
"org.jboss.as.web.WebContainerDefinition",5,3,52
"org.jboss.as.web.WebDefinition",4,3,43
"org.jboss.as.web.WebExtension",22,2,155
"org.jboss.as.web.WebExtension.StandardWebExtensionAliasEntry",2,2,25
"org.jboss.as.web.WebJSPDefinition",3,3,160
"org.jboss.as.web.WebMigrateOperation",18,1,922
"org.jboss.as.web.WebMigrateOperation.SSLInformation",1,1,16
"org.jboss.as.web.WebReWriteConditionDefinition",3,3,33
"org.jboss.as.web.WebReWriteDefinition",3,3,32
"org.jboss.as.web.WebSSLDefinition",4,3,164
"org.jboss.as.web.WebSSODefinition",4,3,51
"org.jboss.as.web.WebStaticResources",4,3,78
"org.jboss.as.web.WebSubsystemParser",18,1,"1,049"
"org.jboss.as.web.WebValveDefinition",5,3,72
"org.jboss.as.web.WebValveParamAdd",5,1,29
"org.jboss.as.web.WebVirtualHostDefinition",7,3,48
"org.jboss.as.web.WriteDefaultWebModule",4,3,22
"org.jboss.as.web.WriteEnableWelcomeRoot",4,3,22
"org.jboss.as.web.common.ConcurrentReferenceHashMap",14,2,765
"org.jboss.as.web.common.ConcurrentReferenceHashMap.EntryIterator",6,2,8
"org.jboss.as.web.common.ConcurrentReferenceHashMap.EntrySet",4,3,27
"org.jboss.as.web.common.ConcurrentReferenceHashMap.HashEntry",16,1,64
"org.jboss.as.web.common.ConcurrentReferenceHashMap.HashIterator",8,1,60
"org.jboss.as.web.common.ConcurrentReferenceHashMap.KeyIterator",5,2,10
"org.jboss.as.web.common.ConcurrentReferenceHashMap.KeySet",3,3,20
"org.jboss.as.web.common.ConcurrentReferenceHashMap.Option",2,n/a,5
"org.jboss.as.web.common.ConcurrentReferenceHashMap.ReferenceType",4,n/a,12
"org.jboss.as.web.common.ConcurrentReferenceHashMap.Segment",9,2,375
